,co2,temp,humidity,pressure,gas_resistance,pm1_0,pm2_5,pm4_0,pm10_0,pnc_0_5,pnc_1_0,pnc_2_5,pnc_4_0,pnc_10_0,tps,
[2026-05-06 15:54:33.524] ,417,28.66,28.72,100545.52,272557.91,72.95,78.52,79.67,80.26,508.47,578.66,581.98,582.29,582.37,0.47,
[2026-05-06 15:54:38.545] ,417,28.67,28.74,100545.18,271690.09,71.73,77.2,78.32,78.91,499.96,568.96,572.22,572.53,572.6,0.47,
[2026-05-06 15:54:43.558] ,416,28.68,28.73,100544.59,272340.44,71.32,76.72,77.79,78.36,497.2,565.75,568.95,569.25,569.33,0.46,
[2026-05-06 15:54:48.576] ,415,28.67,28.72,100545.03,272993.88,70.7,76.02,77.05,77.59,493.05,560.95,564.08,564.38,564.45,0.47,
[2026-05-06 15:54:53.590] ,414,28.67,28.72,100544,273431.25,69.35,74.6,75.65,76.2,483.49,550.16,553.27,553.56,553.64,0.46,
[2026-05-06 15:54:58.597] ,414,28.66,28.71,100544.33,273431.25,67.95,73.09,74.12,74.65,473.72,539.03,542.07,542.36,542.43,0.47,
[2026-05-06 15:55:03.616] ,412,28.64,28.73,100546.26,272775.72,67.34,72.46,73.5,74.04,469.48,534.23,537.27,537.56,537.63,0.47,
[2026-05-06 15:55:08.626] ,413,28.62,28.7,100546.15,275194.84,67.24,72.48,73.62,74.22,468.45,533.28,536.44,536.74,536.82,0.47,
[2026-05-06 15:55:13.646] ,413,28.61,28.69,100546.95,273650.47,67.48,72.93,74.23,74.91,469.64,534.95,538.29,538.62,538.7,0.47,
[2026-05-06 15:55:18.654] ,414,28.61,28.69,100546.17,274089.94,67.24,72.84,74.27,75.01,467.61,532.92,536.39,536.74,536.82,0.48,
[2026-05-06 15:55:23.669] ,414,28.6,28.69,100545.64,275416.91,67.39,73.07,74.55,75.33,468.49,534.03,537.57,537.93,538.02,0.5,
[2026-05-06 15:55:28.683] ,412,28.59,28.73,100545.09,275639.31,67.44,73.16,74.68,75.47,468.71,534.34,537.92,538.29,538.38,0.5,
[2026-05-06 15:55:33.703] ,411,28.58,28.75,100545.41,275194.84,66.76,72.63,74.31,75.19,463.53,528.79,532.52,532.92,533,0.52,
[2026-05-06 15:55:38.711] ,412,28.57,28.78,100545.77,274310.22,65.88,71.97,73.87,74.86,456.67,521.46,525.41,525.84,525.94,0.53,
[2026-05-06 15:55:43.725] ,413,28.59,28.79,100545.12,275416.91,66.17,72.58,74.73,75.85,457.99,523.46,527.69,528.16,528.26,0.53,
[2026-05-06 15:55:48.739] ,411,28.61,28.81,100545.42,273870.03,66.65,73.14,75.33,76.48,461.26,527.25,531.54,532.03,532.13,0.51,
[2026-05-06 15:55:53.762] ,410,28.6,28.67,100543.88,272993.88,67.52,74.02,76.18,77.31,467.42,534.17,538.45,538.93,539.03,0.51,
[2026-05-06 15:55:58.776] ,412,28.59,28.54,100546.25,274751.81,67.01,73.34,75.39,76.45,464.14,530.23,534.37,534.83,534.93,0.5,
[2026-05-06 15:56:03.785] ,410,28.58,28.58,100545.64,275639.31,65.78,71.81,73.67,74.64,456.13,520.76,524.65,525.08,525.17,0.48,
[2026-05-06 15:56:08.801] ,409,28.59,28.65,100546.2,274751.81,65.44,71.24,72.93,73.81,454.24,518.28,521.97,522.37,522.46,0.47,
[2026-05-06 15:56:13.815] ,409,28.62,28.68,100545.84,274310.22,65.09,70.68,72.22,73.02,452.16,515.62,519.14,519.51,519.6,0.48,
[2026-05-06 15:56:18.835] ,409,28.65,28.68,100543.55,273431.25,65.1,70.66,72.16,72.95,452.38,515.8,519.29,519.65,519.73,0.49,
[2026-05-06 15:56:23.842] ,410,28.64,28.61,100542.47,275416.91,65.69,71.34,72.88,73.68,456.42,520.46,524.01,524.38,524.46,0.49,
[2026-05-06 15:56:28.856] ,412,28.63,28.47,100544.17,273431.25,65.66,71.26,72.77,73.56,456.24,520.19,523.71,524.07,524.16,0.49,
[2026-05-06 15:56:33.875] ,411,28.61,28.38,100544.45,275194.84,65.5,71.09,72.61,73.4,455.12,518.93,522.44,522.8,522.89,0.49,
[2026-05-06 15:56:38.892] ,409,28.58,28.53,100543.89,275862.06,65.24,70.74,72.18,72.93,453.52,516.97,520.4,520.75,520.83,0.5,
[2026-05-06 15:56:43.905] ,412,28.59,28.66,100543.9,273212.38,64.4,69.83,71.26,72,447.65,510.29,513.68,514.02,514.11,0.49,
[2026-05-06 15:56:48.915] ,411,28.58,28.7,100543.43,273431.25,63.91,69.35,70.82,71.58,444.11,506.35,509.76,510.12,510.2,0.5,
[2026-05-06 15:56:53.935] ,412,28.57,28.72,100543.53,275639.31,63.65,69.2,70.76,71.57,442.06,504.21,507.72,508.09,508.18,0.51,
[2026-05-06 15:56:58.945] ,411,28.56,28.74,100545.46,275194.84,63.95,69.55,71.13,71.96,444.03,506.51,510.06,510.44,510.52,0.49,
[2026-05-06 15:57:03.962] ,412,28.54,28.74,100544.09,276981.34,63.84,69.38,70.92,71.72,443.41,505.71,509.21,509.58,509.66,0.48,
[2026-05-06 15:57:08.971] ,412,28.53,28.77,100542.77,275416.91,63.57,69.09,70.64,71.44,441.54,503.59,507.08,507.45,507.53,0.48,
[2026-05-06 15:57:13.985] ,412,28.53,28.76,100543.46,276756.75,63.1,68.55,70.06,70.85,438.3,499.85,503.29,503.65,503.73,0.47,
[2026-05-06 15:57:19.005] ,410,28.53,28.76,100543.32,275862.06,61.57,66.9,68.39,69.16,427.62,487.7,491.07,491.42,491.5,0.47,
[2026-05-06 15:57:24.015] ,411,28.54,28.79,100542.33,276532.53,60.79,65.95,67.33,68.05,422.47,481.65,484.88,485.21,485.29,0.47,
[2026-05-06 15:57:29.029] ,411,28.54,28.77,100542.66,276085.19,60.5,65.45,66.67,67.3,420.95,479.59,482.64,482.94,483.02,0.46,
[2026-05-06 15:57:34.041] ,411,28.53,28.82,100542.66,276756.75,60.78,65.64,66.78,67.37,423.14,481.91,484.87,485.16,485.23,0.48,
[2026-05-06 15:57:39.056] ,411,28.53,28.86,100543.24,274973.16,61.24,66.06,67.14,67.7,426.5,485.61,488.52,488.8,488.87,0.48,
[2026-05-06 15:57:44.076] ,410,28.56,28.88,100543.1,276532.53,61.72,66.55,67.61,68.16,429.94,489.47,492.38,492.66,492.73,0.47,
[2026-05-06 15:57:49.091] ,412,28.57,28.89,100544.04,274973.16,62.26,67.14,68.22,68.78,433.64,493.71,496.65,496.93,497.01,0.48,
[2026-05-06 15:57:54.099] ,412,28.57,28.88,100544.99,275862.06,61.89,66.76,67.85,68.42,431.05,490.79,493.73,494.02,494.09,0.48,
[2026-05-06 15:57:59.116] ,412,28.56,28.87,100543.96,275639.31,61.11,66.03,67.2,67.8,425.38,484.51,487.51,487.81,487.88,0.49,
[2026-05-06 15:58:04.132] ,410,28.59,28.88,100544.37,274089.94,60.87,65.75,66.9,67.49,423.74,482.62,485.59,485.89,485.96,0.48,
[2026-05-06 15:58:09.141] ,412,28.59,28.87,100543.82,273870.03,61.57,66.53,67.7,68.31,428.59,488.17,491.19,491.49,491.56,0.49,
[2026-05-06 15:58:14.157] ,412,28.61,28.79,100544.95,275862.06,61.42,66.41,67.61,68.24,427.42,486.9,489.96,490.26,490.34,0.49,
[2026-05-06 15:58:19.175] ,416,28.62,28.74,100543.52,274310.22,61.22,66.17,67.34,67.96,426.09,485.35,488.37,488.67,488.75,0.49,
[2026-05-06 15:58:24.188] ,416,28.63,28.73,100544.91,276085.19,60.88,65.78,66.93,67.53,423.79,482.69,485.68,485.97,486.05,0.49,
[2026-05-06 15:58:29.205] ,414,28.61,28.7,100543.13,273870.03,60.3,65.16,66.32,66.92,419.66,478.01,480.99,481.28,481.35,0.49,
[2026-05-06 15:58:34.215] ,414,28.6,28.7,100543.66,274310.22,60.04,64.98,66.21,66.85,417.62,475.85,478.9,479.21,479.28,0.52,
[2026-05-06 15:58:39.222] ,413,28.59,28.72,100544.16,273870.03,59.94,65.17,66.65,67.42,416.2,474.74,478.06,478.41,478.49,0.52,
[2026-05-06 15:58:44.244] ,414,28.58,28.66,100544.65,276085.19,58.99,64.37,66.02,66.87,409.11,467.03,470.5,470.88,470.96,0.52,
[2026-05-06 15:58:49.257] ,414,28.55,28.67,100544.05,274751.81,59.13,64.65,66.41,67.33,409.72,467.96,471.56,471.95,472.04,0.52,
[2026-05-06 15:58:54.269] ,416,28.55,28.72,100545.38,275194.84,59.52,65.06,66.82,67.74,412.44,471.04,474.65,475.05,475.14,0.5,
[2026-05-06 15:58:59.284] ,413,28.55,28.78,100544.98,273212.38,59.69,65.27,67.04,67.96,413.61,472.39,476.03,476.42,476.51,0.51,
[2026-05-06 15:59:04.301] ,415,28.56,28.81,100545.15,273870.03,58.82,64.28,66,66.9,407.71,465.6,469.14,469.53,469.62,0.5,
[2026-05-06 15:59:09.314] ,415,28.55,28.85,100545.63,273650.47,56.91,62.06,63.61,64.42,394.73,450.55,453.86,454.22,454.3,0.5,
[2026-05-06 15:59:14.322] ,413,28.56,28.89,100544.05,273650.47,56.7,61.62,62.99,63.71,393.79,449.12,452.23,452.56,452.63,0.48,
[2026-05-06 15:59:19.342] ,413,28.57,28.93,100543.49,272340.44,57.14,62.01,63.32,64,397.07,452.72,455.77,456.09,456.16,0.49,
[2026-05-06 15:59:24.355] ,410,28.57,28.91,100544.48,273650.47,57.33,62.2,63.5,64.18,398.42,454.23,457.28,457.59,457.67,0.49,
[2026-05-06 15:59:29.375] ,411,28.6,28.9,100544.77,271258.28,57.52,62.45,63.79,64.5,399.62,455.68,458.78,459.1,459.18,0.49,
[2026-05-06 15:59:34.386] ,409,28.62,28.86,100546.34,271690.09,56.98,61.88,63.22,63.92,395.83,451.38,454.46,454.78,454.86,0.5,
[2026-05-06 15:59:39.397] ,410,28.62,28.79,100546.23,271690.09,56.37,61.17,62.45,63.12,391.78,446.67,449.67,449.98,450.05,0.47,
[2026-05-06 15:59:44.415] ,411,28.59,28.72,100544.7,274089.94,56.38,61.02,62.18,62.79,392.17,446.86,449.73,450.02,450.09,0.46,
[2026-05-06 15:59:49.430] ,409,28.57,28.69,100545.02,272993.88,56.08,60.61,61.68,62.25,390.32,444.6,447.37,447.64,447.71,0.47,
[2026-05-06 15:59:54.448] ,411,28.57,28.65,100542.64,273650.47,54.99,59.36,60.35,60.87,382.92,436.05,438.69,438.95,439.02,0.48,
[2026-05-06 15:59:59.456] ,413,28.58,28.67,100545.59,272993.88,54.48,58.72,59.63,60.11,379.56,432.07,434.62,434.86,434.92,0.46,
[2026-05-06 16:00:04.471] ,413,28.57,28.67,100543.87,274310.22,54.66,58.87,59.76,60.22,380.9,433.53,436.05,436.29,436.35,0.46,
[2026-05-06 16:00:09.493] ,412,28.56,28.69,100543.43,275194.84,54.79,59,59.87,60.33,381.89,434.63,437.14,437.38,437.44,0.47,
[2026-05-06 16:00:14.506] ,412,28.57,28.7,100543.27,273650.47,55.06,59.3,60.2,60.66,383.67,436.69,439.23,439.47,439.53,0.5,
[2026-05-06 16:00:19.520] ,413,28.6,28.7,100543.84,273212.38,54.75,59.16,60.2,60.74,381.05,434.03,436.72,436.99,437.05,0.5,
[2026-05-06 16:00:24.533] ,412,28.6,28.7,100544.65,273650.47,54.23,58.69,59.79,60.37,377.24,429.83,432.58,432.86,432.92,0.51,
[2026-05-06 16:00:29.554] ,412,28.61,28.67,100544.95,273870.03,53.87,58.29,59.39,59.97,374.74,426.98,429.71,429.98,430.05,0.49,
[2026-05-06 16:00:34.561] ,411,28.6,28.64,100543.99,274751.81,53.48,57.84,58.9,59.45,372.14,423.95,426.63,426.89,426.96,0.49,
[2026-05-06 16:00:39.580] ,410,28.6,28.6,100544.52,273650.47,53.99,58.36,59.4,59.94,375.77,428.03,430.7,430.97,431.03,0.5,
[2026-05-06 16:00:44.595] ,412,28.58,28.58,100544.59,273870.03,53.51,57.88,58.95,59.51,372.29,424.15,426.84,427.11,427.17,0.5,
[2026-05-06 16:00:49.613] ,412,28.57,28.62,100545.26,276085.19,52.97,57.34,58.44,59.01,368.41,419.8,422.5,422.78,422.84,0.51,
[2026-05-06 16:00:54.619] ,414,28.56,28.67,100544.85,274751.81,53.18,57.63,58.78,59.38,369.74,421.41,424.18,424.46,424.53,0.51,
[2026-05-06 16:00:59.641] ,413,28.56,28.73,100544.31,275639.31,53.96,58.6,59.88,60.54,374.87,427.48,430.41,430.71,430.78,0.51,
[2026-05-06 16:01:04.655] ,413,28.56,28.76,100544.36,273870.03,54.1,58.8,60.12,60.8,375.72,428.53,431.5,431.82,431.89,0.51,
[2026-05-06 16:01:09.665] ,415,28.54,28.63,100544.27,274310.22,53.55,58.24,59.56,60.25,371.85,424.17,427.14,427.45,427.52,0.51,
[2026-05-06 16:01:14.681] ,414,28.53,28.51,100543.79,275639.31,52.24,56.75,58,58.65,362.9,413.86,416.7,417,417.07,0.49,
[2026-05-06 16:01:19.695] ,414,28.52,28.56,100544.2,277206.28,50.54,54.88,56.07,56.69,351.14,400.41,403.14,403.42,403.49,0.49,
[2026-05-06 16:01:24.715] ,415,28.53,28.63,100544.45,276756.75,49.22,53.42,54.56,55.15,342.04,389.98,392.62,392.89,392.95,0.5,
[2026-05-06 16:01:29.729] ,417,28.54,28.69,100543.87,275416.91,49.5,53.72,54.85,55.44,344.01,392.22,394.86,395.13,395.2,0.5,
[2026-05-06 16:01:34.735] ,417,28.58,28.71,100543.8,276981.34,49.92,54.13,55.24,55.82,346.98,395.54,398.17,398.44,398.5,0.5,
[2026-05-06 16:01:39.749] ,416,28.6,28.72,100542.73,274973.16,50.49,54.8,55.96,56.57,350.83,400,402.71,402.99,403.05,0.5,
[2026-05-06 16:01:44.765] ,416,28.61,28.68,100544.48,275194.84,50.97,55.31,56.48,57.09,354.17,403.81,406.53,406.81,406.88,0.48,
[2026-05-06 16:01:49.785] ,414,28.58,28.62,100543.52,276981.34,50.74,55.03,56.16,56.76,352.65,402.01,404.69,404.97,405.04,0.49,
[2026-05-06 16:01:54.798] ,413,28.56,28.62,100542.61,276981.34,49.43,53.61,54.71,55.29,343.62,391.71,394.32,394.59,394.65,0.49,
[2026-05-06 16:01:59.811] ,413,28.54,28.55,100543.62,278791.19,49.25,53.37,54.43,54.99,342.43,390.29,392.85,393.11,393.17,0.48,
[2026-05-06 16:02:04.825] ,412,28.53,28.49,100543.81,274751.81,49.29,53.37,54.4,54.94,342.77,390.61,393.14,393.4,393.46,0.49,
[2026-05-06 16:02:09.840] ,414,28.51,28.41,100543.62,277206.28,48.91,52.92,53.92,54.44,340.22,387.64,390.12,390.37,390.43,0.49,
[2026-05-06 16:02:14.850] ,415,28.5,28.43,100543.64,277883.31,48.41,52.39,53.37,53.89,336.77,383.72,386.17,386.42,386.48,0.49,
[2026-05-06 16:02:19.865] ,414,28.49,28.49,100544.81,279019.06,47.24,51.15,52.14,52.65,328.56,374.42,376.83,377.08,377.14,0.5,
[2026-05-06 16:02:24.879] ,414,28.49,28.53,100543.95,277657.28,45.92,49.73,50.7,51.21,319.34,363.92,366.28,366.52,366.58,0.51,
[2026-05-06 16:02:29.895] ,414,28.5,28.56,100544.12,276532.53,46.41,50.32,51.34,51.88,322.62,367.75,370.19,370.44,370.5,0.51,
[2026-05-06 16:02:34.904] ,414,28.49,28.57,100545.34,278563.66,46.96,50.92,51.96,52.51,326.39,372.07,374.54,374.8,374.86,0.49,
[2026-05-06 16:02:39.922] ,414,28.48,28.56,100544.05,278336.5,47.71,51.74,52.8,53.35,331.66,378.07,380.58,380.84,380.9,0.5,
[2026-05-06 16:02:44.934] ,414,28.47,28.58,100544.03,279019.06,47.66,51.79,52.94,53.54,331.06,377.57,380.18,380.45,380.51,0.52,
[2026-05-06 16:02:49.949] ,413,28.46,28.59,100544.88,276981.34,47.69,52,53.3,53.98,330.83,377.6,380.37,380.67,380.74,0.51,
[2026-05-06 16:02:54.965] ,414,28.46,28.62,100544.65,277431.59,47.44,51.78,53.11,53.8,328.98,375.58,378.37,378.68,378.74,0.51,
[2026-05-06 16:02:59.983] ,413,28.47,28.66,100546.23,276981.34,47.42,51.71,53,53.68,328.94,375.45,378.21,378.51,378.57,0.5,
[2026-05-06 16:03:05.002] ,413,28.47,28.7,100546.23,278336.5,47.07,51.29,52.53,53.18,326.64,372.75,375.45,375.74,375.8,0.5,
[2026-05-06 16:03:10.009] ,413,28.46,28.69,100545.27,276756.75,47.14,51.29,52.48,53.1,327.3,373.39,376.02,376.3,376.37,0.5,
[2026-05-06 16:03:15.031] ,412,28.46,28.65,100545.11,279019.06,47.92,52.06,53.2,53.8,332.88,379.62,382.23,382.5,382.57,0.48,
[2026-05-06 16:03:20.044] ,412,28.46,28.58,100546.09,277657.28,48.88,53.07,54.21,54.8,339.58,387.22,389.85,390.13,390.19,0.49,
[2026-05-06 16:03:25.055] ,413,28.45,28.48,100545.91,277883.31,49.53,53.74,54.86,55.45,344.21,392.43,395.07,395.34,395.4,0.48,
[2026-05-06 16:03:30.065] ,414,28.44,28.36,100545.94,279247.34,49.11,53.3,54.42,55.01,341.29,389.12,391.75,392.02,392.08,0.5,
[2026-05-06 16:03:35.088] ,412,28.43,28.39,100545.37,277206.28,47.88,51.97,53.08,53.65,332.69,379.33,381.9,382.16,382.23,0.5,
[2026-05-06 16:03:40.100] ,412,28.43,28.5,100545.75,278791.19,47.13,51.18,52.3,52.88,327.38,373.33,375.89,376.15,376.21,0.52,
[2026-05-06 16:03:45.115] ,410,28.45,28.58,100545.88,278791.19,46.52,50.61,51.78,52.39,322.99,368.46,371.06,371.34,371.4,0.52,
[2026-05-06 16:03:50.122] ,410,28.48,28.63,100546.97,277883.31,45.59,49.65,50.84,51.46,316.4,361.03,363.63,363.91,363.97,0.52,
[2026-05-06 16:03:55.145] ,409,28.49,28.63,100544.76,278336.5,45.54,49.67,50.92,51.57,315.89,360.58,363.23,363.52,363.58,0.52,
[2026-05-06 16:04:00.151] ,409,28.49,28.61,100544.83,277883.31,45.83,50.17,51.59,52.32,317.43,362.65,365.5,365.81,365.88,0.53,
[2026-05-06 16:04:05.166] ,408,28.47,28.56,100545.34,279705,46.06,50.46,51.9,52.66,318.92,364.41,367.3,367.62,367.69,0.52,
[2026-05-06 16:04:10.188] ,406,28.48,28.55,100545.62,278563.66,46.13,50.53,51.97,52.73,319.47,365.02,367.91,368.23,368.3,0.53,
[2026-05-06 16:04:15.198] ,408,28.49,28.58,100545.12,276308.69,45.89,50.28,51.72,52.47,317.78,363.11,365.99,366.31,366.38,0.52,
[2026-05-06 16:04:20.210] ,407,28.5,28.63,100544.7,277883.31,45.21,49.51,50.91,51.65,313.08,357.71,360.53,360.84,360.91,0.51,
[2026-05-06 16:04:25.229] ,407,28.52,28.65,100545.84,276756.75,44.12,48.25,49.56,50.24,305.75,349.2,351.89,352.18,352.25,0.49,
[2026-05-06 16:04:30.245] ,406,28.5,28.6,100545.36,278791.19,43.17,47.12,48.34,48.97,299.32,341.73,344.29,344.56,344.62,0.5,
[2026-05-06 16:04:35.252] ,406,28.47,28.59,100545.55,279475.97,43.33,47.22,48.37,48.97,300.62,343.07,345.57,345.83,345.89,0.49,
[2026-05-06 16:04:40.271] ,406,28.45,28.62,100546.15,278791.19,42.97,46.78,47.88,48.45,298.3,340.34,342.76,343.02,343.08,0.49,
[2026-05-06 16:04:45.278] ,407,28.44,28.64,100545.62,278791.19,42.43,46.15,47.2,47.75,294.6,336.06,338.42,338.67,338.72,0.48,
[2026-05-06 16:04:50.293] ,408,28.44,28.66,100545.91,279934.38,42.49,46.21,47.26,47.81,295.05,336.56,338.91,339.16,339.22,0.49,
[2026-05-06 16:04:55.313] ,407,28.44,28.68,100545.35,278563.66,42.32,46.08,47.18,47.75,293.74,335.17,337.56,337.82,337.88,0.51,
[2026-05-06 16:05:00.325] ,407,28.44,28.7,100545.88,278791.19,41.84,45.6,46.72,47.31,290.26,331.27,333.69,333.95,334.01,0.51,
[2026-05-06 16:05:05.344] ,409,28.44,28.71,100547.09,278109.72,41.46,45.19,46.3,46.88,287.66,328.3,330.7,330.95,331.01,0.51,
[2026-05-06 16:05:10.356] ,409,28.45,28.71,100546.18,278109.72,42.13,45.92,47.05,47.63,292.33,333.62,336.05,336.31,336.37,0.48,
[2026-05-06 16:05:15.365] ,411,28.44,28.64,100546.34,279475.97,42.2,45.9,46.96,47.52,292.97,334.22,336.57,336.82,336.88,0.49,
[2026-05-06 16:05:20.380] ,411,28.43,28.51,100544.55,279475.97,42.57,46.24,47.25,47.78,295.68,337.2,339.51,339.75,339.81,0.48,
[2026-05-06 16:05:25.397] ,412,28.43,28.57,100545.18,278109.72,43.51,47.13,48.06,48.55,302.54,344.8,347.05,347.28,347.33,0.48,
[2026-05-06 16:05:30.408] ,410,28.44,28.6,100546.25,278336.5,42.91,46.42,47.28,47.73,298.58,340.17,342.33,342.55,342.6,0.48,
[2026-05-06 16:05:35.428] ,408,28.42,28.64,100545.86,278336.5,42.49,45.95,46.79,47.23,295.66,336.82,338.95,339.16,339.21,0.48,
[2026-05-06 16:05:40.446] ,409,28.41,28.67,100545.46,279934.38,42.15,45.61,46.47,46.92,293.23,334.11,336.24,336.45,336.5,0.49,
[2026-05-06 16:05:45.455] ,410,28.41,28.7,100546.34,279934.38,42.19,45.63,46.47,46.91,293.56,334.45,336.56,336.77,336.82,0.49,
[2026-05-06 16:05:50.471] ,411,28.41,28.68,100546.43,281087.03,41.37,44.75,45.58,46.01,287.87,327.96,330.04,330.25,330.3,0.49,
[2026-05-06 16:05:55.482] ,409,28.4,28.67,100544.7,280164.16,40.46,43.73,44.51,44.92,281.59,320.76,322.76,322.96,323,0.48,
[2026-05-06 16:06:00.496] ,408,28.39,28.66,100545.14,279247.34,39.58,42.72,43.44,43.82,275.62,313.86,315.76,315.95,316,0.47,
[2026-05-06 16:06:05.508] ,409,28.4,28.67,100545.27,280624.84,39.97,43.11,43.8,44.16,278.41,316.98,318.87,319.05,319.1,0.47,
[2026-05-06 16:06:10.525] ,409,28.41,28.67,100546.18,280394.31,40.04,43.19,43.88,44.24,278.91,317.54,319.44,319.62,319.67,0.49,
[2026-05-06 16:06:15.535] ,410,28.41,28.68,100545.79,278791.19,40.28,43.48,44.22,44.6,280.43,319.35,321.3,321.49,321.54,0.5,
[2026-05-06 16:06:20.556] ,408,28.4,28.6,100545.52,279019.06,40.74,43.99,44.73,45.12,283.67,323.04,325.01,325.2,325.25,0.49,
[2026-05-06 16:06:25.565] ,408,28.38,28.57,100545.16,279247.34,40.18,43.39,44.13,44.51,279.75,318.59,320.54,320.73,320.77,0.49,
[2026-05-06 16:06:30.585] ,409,28.36,28.6,100544.92,279705,39.83,43.06,43.85,44.26,277.15,315.72,317.71,317.91,317.96,0.5,
[2026-05-06 16:06:35.596] ,408,28.35,28.65,100544.22,280164.16,40.56,43.9,44.74,45.18,282.11,321.46,323.53,323.74,323.79,0.49,
[2026-05-06 16:06:40.616] ,407,28.36,28.68,100544.36,281087.03,41.03,44.43,45.3,45.75,285.36,325.19,327.3,327.52,327.57,0.49,
[2026-05-06 16:06:45.624] ,407,28.36,28.71,100544.57,280394.31,40.78,44.12,44.94,45.37,283.71,323.25,325.3,325.51,325.56,0.48,
[2026-05-06 16:06:50.645] ,409,28.36,28.72,100544.6,279475.97,40.37,43.66,44.46,44.88,280.91,320.03,322.05,322.25,322.3,0.49,
[2026-05-06 16:06:55.652] ,409,28.38,28.72,100545.25,278791.19,39.48,42.67,43.43,43.82,274.82,313.03,314.98,315.17,315.22,0.49,
[2026-05-06 16:07:00.669] ,408,28.38,28.66,100542.91,281318.69,38.57,41.67,42.4,42.79,268.5,305.82,307.71,307.9,307.94,0.49,
[2026-05-06 16:07:05.685] ,407,28.37,28.62,100543.91,281783.16,38.22,41.26,41.96,42.32,266.15,303.08,304.93,305.11,305.15,0.48,
[2026-05-06 16:07:10.695] ,407,28.37,28.64,100542.87,281550.72,38.57,41.57,42.23,42.57,268.67,305.85,307.66,307.83,307.88,0.48,
[2026-05-06 16:07:15.710] ,409,28.36,28.66,100544.77,280624.84,38.23,41.17,41.79,42.11,266.39,303.2,304.96,305.12,305.17,0.48,
[2026-05-06 16:07:20.725] ,410,28.35,28.65,100544.38,280394.31,37.83,40.78,41.42,41.75,263.58,300.05,301.83,302,302.04,0.48,
[2026-05-06 16:07:25.737] ,410,28.34,28.65,100543.48,281087.03,37.75,40.72,41.38,41.73,262.92,299.35,301.15,301.32,301.37,0.47,
[2026-05-06 16:07:30.760] ,410,28.34,28.68,100543.89,279934.38,37.86,40.81,41.45,41.79,263.74,300.24,302.02,302.19,302.23,0.47,
[2026-05-06 16:07:35.773] ,409,28.36,28.68,100543.41,279475.97,38.62,41.62,42.27,42.6,269.11,306.33,308.13,308.3,308.34,0.49,
[2026-05-06 16:07:40.781] ,408,28.37,28.67,100543.81,279934.38,39.18,42.27,42.96,43.32,272.87,310.69,312.56,312.74,312.78,0.51,
[2026-05-06 16:07:45.801] ,410,28.36,28.63,100542.9,279705,39.03,42.2,42.96,43.36,271.65,309.45,311.38,311.58,311.62,0.5,
[2026-05-06 16:07:50.807] ,409,28.37,28.6,100542.99,280394.31,38.7,41.91,42.73,43.15,269.1,306.68,308.67,308.87,308.92,0.5,
[2026-05-06 16:07:55.825] ,410,28.37,28.53,100541.34,278336.5,39.2,42.53,43.43,43.89,272.45,310.62,312.7,312.92,312.97,0.51,
[2026-05-06 16:08:00.842] ,408,28.37,28.59,100541.77,279247.34,39.2,42.57,43.49,43.97,272.38,310.59,312.71,312.93,312.98,0.49,
[2026-05-06 16:08:05.856] ,408,28.38,28.66,100542.83,280164.16,38.94,42.28,43.19,43.66,270.58,308.53,310.63,310.85,310.9,0.5,
[2026-05-06 16:08:10.870] ,408,28.41,28.69,100543.32,277883.31,39.26,42.68,43.64,44.14,272.61,310.94,313.11,313.33,313.39,0.51,
[2026-05-06 16:08:15.883] ,408,28.43,28.72,100544.58,278336.5,38.94,42.36,43.34,43.85,270.31,308.37,310.55,310.78,310.83,0.49,
[2026-05-06 16:08:20.893] ,408,28.41,28.73,100544.39,281087.03,39.53,43.02,44.02,44.55,274.41,313.07,315.29,315.52,315.57,0.49,
[2026-05-06 16:08:25.915] ,408,28.41,28.74,100543.49,280624.84,39.66,43.22,44.28,44.83,275.19,314.05,316.34,316.58,316.64,0.52,
[2026-05-06 16:08:30.925] ,409,28.4,28.67,100542.82,278791.19,38.49,42.03,43.13,43.7,266.82,304.66,306.95,307.2,307.25,0.51,
[2026-05-06 16:08:35.946] ,409,28.4,28.61,100543.12,277657.28,37.68,41.12,42.18,42.73,261.28,298.29,300.51,300.75,300.8,0.49,
[2026-05-06 16:08:40.954] ,409,28.4,28.61,100542.46,278791.19,37.22,40.62,41.66,42.2,258.14,294.69,296.89,297.12,297.18,0.5,
[2026-05-06 16:08:45.975] ,409,28.38,28.57,100542.37,279247.34,36.79,40.13,41.14,41.67,255.15,291.25,293.4,293.63,293.68,0.49,
[2026-05-06 16:08:50.983] ,411,28.38,28.57,100542.28,278791.19,37.05,40.38,41.38,41.9,257.04,293.36,295.5,295.73,295.78,0.5,
[2026-05-06 16:08:55.995] ,412,28.37,28.56,100542.2,280164.16,36.95,40.28,41.28,41.79,256.38,292.6,294.74,294.97,295.02,0.5,
[2026-05-06 16:09:01.010] ,412,28.36,28.63,100541.13,280164.16,37.34,40.69,41.68,42.2,259.05,295.64,297.78,298.01,298.07,0.49,
[2026-05-06 16:09:06.030] ,413,28.37,28.68,100540.89,280394.31,36.93,40.2,41.15,41.65,256.36,292.49,294.58,294.8,294.85,0.5,
[2026-05-06 16:09:11.035] ,414,28.36,28.71,100541.47,280394.31,35.95,39.09,39.98,40.44,249.63,284.75,286.74,286.95,286.99,0.49,
